web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
1553023308-683,https://socialblade.com/youtube/top/5000/mostsubscribed,Swami Ramdev,https://socialblade.com/youtube/user/vkskmrgpt,Swami Ramdev,3289,2018653,257055987,IN,Nonprofit,"Sep 12th, 2010",B+,,https://youtube.com/channel/UCX7SHIccUCj3S4cID-pM-Xg,,https://youtube.com/channel/UCX7SHIccUCj3S4cID-pM-Xg,,https://plus.google.com/117676182473490043386,€4.4K - €69.8K,€52.4K - €837.6K
1553023336-687,https://socialblade.com/youtube/top/5000/mostsubscribed,Tohaar Bhojpuri - ?????…,https://socialblade.com/youtube/c/tohaarbhojpuri,Tohaar Bhojpuri - ?????…,3628,2018545,628289149,IN,Music,"May 18th, 2016",B+,,https://youtube.com/channel/UCHGJyMqsNAf1W1bylHCmKvg,null,,,https://youtube.com/channel/UCHGJyMqsNAf1W1bylHCmKvg,€6.7K - €106.6K,€80K - €1.3M
1553023204-661,https://socialblade.com/youtube/top/5000/mostsubscribed,Jay Shetty,https://socialblade.com/youtube/c/jayshetty,Jay Shetty,174,2018404,68699079,GB,People,"Sep 19th, 2013",B,,https://youtube.com/channel/UCbV60AGIHKz2xIGvbk0LLvg,,https://www.instagram.com/shettyjay/,,https://plus.google.com/107320033717784486284,€1.7K - €27.9K,€20.9K - €335.1K
1553023339-688,https://socialblade.com/youtube/top/5000/mostsubscribed,Nepeta ?????????,https://socialblade.com/youtube/c/nepetasonya,Nepeta ?????????,133,2018331,422037895,RU,People,"Mar 27th, 2016",B+,,https://youtube.com/channel/UCvwfhb4WVf29L7nto41xxVQ,null,,,https://youtube.com/channel/UCvwfhb4WVf29L7nto41xxVQ,€5.4K - €86.8K,€65.1K - €1M
1553023346-690,https://socialblade.com/youtube/top/5000/mostsubscribed,skilletband,https://socialblade.com/youtube/user/skilletband,skilletband,177,2017471,536383672,US,Music,"Feb 23rd, 2008",B,,https://youtube.com/channel/UCE8NoMFnai3tTuwdiQJ-78A,,https://youtube.com/channel/UCE8NoMFnai3tTuwdiQJ-78A,,https://plus.google.com/117513031567283037790,€2.5K - €40.5K,€30.4K - €485.6K
1553023088-638,https://socialblade.com/youtube/top/5000/mostsubscribed,Black Gryph0n,https://socialblade.com/youtube/c/blackgryph0n,Black Gryph0n,180,2016886,194807568,US,Entertainment,"Sep 13th, 2007",A-,,https://youtube.com/channel/UCvzWGXYFDiiJ338KIJPhbhQ,,https://instagram.com/blackgryph0n/,,https://plus.google.com/113211068696176031540,€9.8K - €156.5K,€117.4K - €1.9M
1553023288-679,https://socialblade.com/youtube/top/5000/mostsubscribed,Louie The Beagle,https://socialblade.com/youtube/user/thebeaglelouie,Louie The Beagle,242,2015807,424676758,US,Animals,"Oct 27th, 2012",B+,,https://youtube.com/channel/UCZ-oMIRggrNuzsWLtNFXBXw,,https://www.instagram.com/cute_beagles_louie_and_marie/,,https://plus.google.com/107822748515195959333,€0 - €0,€0 - €0
1553023185-659,https://socialblade.com/youtube/top/5000/mostsubscribed,HALILINTAR LENGGOGENI,https://socialblade.com/youtube/channel/UC2lCrx1QJF_hLT4atkZf6Ew,HALILINTAR LENGGOGENI,344,2015066,136359222,ID,Entertainment,"Aug 5th, 2016",B+,,https://youtube.com/channel/UC2lCrx1QJF_hLT4atkZf6Ew,,https://twitter.com/genhalilintar,,https://www.instagram.com/halilintarasmid/,€4.1K - €65.3K,€49K - €783.3K
1553023322-685,https://socialblade.com/youtube/top/5000/mostsubscribed,Fidget Ed,https://socialblade.com/youtube/channel/UC6AedAhqav-H8-EE8px4r6A,Fidget Ed,57,2014511,474285653,,People,"May 15th, 2017",B,,https://youtube.com/channel/UC6AedAhqav-H8-EE8px4r6A,null,,,https://youtube.com/channel/UC6AedAhqav-H8-EE8px4r6A,€736 - €11.8K,€8.8K - €141.3K
1553023216-663,https://socialblade.com/youtube/top/5000/mostsubscribed,Goldmines Dishoom,https://socialblade.com/youtube/channel/UCu7Hg0f3rxqZ6qs-188ZbjQ,Goldmines Dishoom,38,2013901,237097871,,,"Nov 26th, 2016",A-,,https://youtube.com/channel/UCu7Hg0f3rxqZ6qs-188ZbjQ,null,,,https://youtube.com/channel/UCu7Hg0f3rxqZ6qs-188ZbjQ,€0 - €0,€0 - €0
1553023285-678,https://socialblade.com/youtube/top/5000/mostsubscribed,Bollywood Babes,https://socialblade.com/youtube/user/bollywoodbabes,Bollywood Babes,750,2013708,1368810350,IN,Entertainment,"Aug 12th, 2007",A-,,https://youtube.com/channel/UC_Qk2UznyeLyD4Rfkm_wbAA,,https://www.twitter.com/erosnow,,https://plus.google.com/106082662739827144093,€10.2K - €162.8K,€122.1K - €2M
1553023302-682,https://socialblade.com/youtube/top/5000/mostsubscribed,FosterThePeople,https://socialblade.com/youtube/user/fosterthepeople,FosterThePeople,28,2013395,5156331,US,Music,"Mar 16th, 2010",C+,,https://youtube.com/channel/UC6R1juCB5ArnJGMmUlEE_fg,,https://instagram.com/fosterthepeople,,https://plus.google.com/110045582447458068933,€9 - €141,€106 - €1.7K
1553023294-680,https://socialblade.com/youtube/top/5000/mostsubscribed,IsAmU,https://socialblade.com/youtube/user/isamuxpompa,IsAmU,2740,2012967,498724134,PL,People,"Jan 30th, 2012",B,,https://youtube.com/channel/UCGPKmSKumoR3TbMIHwsh5qQ,,https://instagram.com/szymon_kasprzyk_isamu/,,https://plus.google.com/115030217150618190939,€1.6K - €25.4K,€19.1K - €305.3K
1553023220-664,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ? ????,https://socialblade.com/youtube/channel/UCXufQt52E0y8Ikdw4FeTeeA,???? ? ????,72,2012496,267154035,,,"Jul 1st, 2017",B+,,https://youtube.com/channel/UCXufQt52E0y8Ikdw4FeTeeA,null,,,https://youtube.com/channel/UCXufQt52E0y8Ikdw4FeTeeA,€3K - €48.5K,€36.4K - €582.3K
1553023253-671,https://socialblade.com/youtube/top/5000/mostsubscribed,Car toys Kid,https://socialblade.com/youtube/channel/UCUM8ElOFokkj69mrjLu4gjg,Car toys Kid,475,2010854,703444220,US,Entertainment,"May 31st, 2016",A,,https://youtube.com/channel/UCUM8ElOFokkj69mrjLu4gjg,null,,,https://youtube.com/channel/UCUM8ElOFokkj69mrjLu4gjg,€17.9K - €286.1K,€214.6K - €3.4M
1553023281-677,https://socialblade.com/youtube/top/5000/mostsubscribed,Boiler Room,https://socialblade.com/youtube/c/boilerroom,Boiler Room,6499,2010503,670173655,GB,Entertainment,"May 10th, 2012",B,,https://youtube.com/channel/UCGBpxWJr9FNOcFYA5GkKrMg,,https://instagram.com/boilerroomtv,,https://plus.google.com/116870054989705735850,€2.3K - €36.2K,€27.2K - €434.6K
1553023278-676,https://socialblade.com/youtube/top/5000/mostsubscribed,Gente De Zona,https://socialblade.com/youtube/channel/UC-vahV5aaD8x73mIDDdJMQQ,Gente De Zona,37,2010489,9057918,US,Music,"May 30th, 2015",B-,,https://youtube.com/channel/UC-vahV5aaD8x73mIDDdJMQQ,,https://twitter.com/gdzoficial/,,https://www.instagram.com/gdzoficial/,€185 - €3K,€2.2K - €35.6K
1553023129-647,https://socialblade.com/youtube/top/5000/mostsubscribed,Bindas Fun,https://socialblade.com/youtube/channel/UC52gIpD4YXyGviN-4vjuXeQ,Bindas Fun,88,2009966,606971860,IN,Entertainment,"Jun 16th, 2017",A,,https://youtube.com/channel/UC52gIpD4YXyGviN-4vjuXeQ,null,,,https://youtube.com/channel/UC52gIpD4YXyGviN-4vjuXeQ,€21K - €336.3K,€252.2K - €4M
1553023269-674,https://socialblade.com/youtube/top/5000/mostsubscribed,Milana Coco,https://socialblade.com/youtube/c/milanacoco,Milana Coco,143,2009002,146468654,CA,Entertainment,"Jul 30th, 2013",B,,https://youtube.com/channel/UCaT7afn2Tgc0a70U3x11Dgg,,https://instagram.com/milana.coco,,https://plus.google.com/108848424756853679668,€488 - €7.8K,€5.9K - €93.8K
1553023256-672,https://socialblade.com/youtube/top/5000/mostsubscribed,Casually Explained,https://socialblade.com/youtube/c/casuallyexplained,Casually Explained,60,2008912,164592210,CA,Comedy,"Dec 7th, 2015",B,,https://youtube.com/channel/UCr3cBLTYmIK9kY0F_OdFWFQ,,https://twitter.com/casuallye,,https://www.instagram.com/casually_explained/,€859 - €13.7K,€10.3K - €165K
1553023225-665,https://socialblade.com/youtube/top/5000/mostsubscribed,Hebbars Kitchen,https://socialblade.com/youtube/c/hebbarskitchen,Hebbars Kitchen,1007,2008821,346624911,AU,People,"Oct 10th, 2015",B+,,https://youtube.com/channel/UCPPIsrNlEkaFQBk-4uNkOaw,,https://twitter.com/hebbarskitchen,,https://plus.google.com/103607661742528324418/posts,€3.1K - €50.1K,€37.6K - €601.3K
1553023229-666,https://socialblade.com/youtube/top/5000/mostsubscribed,Lime Tube[????],https://socialblade.com/youtube/c/lime-tube,Lime Tube[????],1318,2008022,1449428038,KR,Entertainment,"Jul 31st, 2014",A-,,https://youtube.com/channel/UCxutPqfWSdYqaK8_tlc5PBA,,https://instagram.com/p/7xwxezdder/,,https://plus.google.com/107669778552219603719,€3.7K - €59K,€44.2K - €707.4K
1553023248-670,https://socialblade.com/youtube/top/5000/mostsubscribed,Madame Récré FR,https://socialblade.com/youtube/c/disneyrecrefr,Madame Récré FR,1338,2007814,1868489302,US,Entertainment,"Dec 27th, 2014",B+,,https://youtube.com/channel/UCH0HvBshlVE7gCoV6as51og,,https://twitter.com/madamerecrefr,,https://plus.google.com/104503451324150753340,€8.4K - €134.6K,€100.9K - €1.6M
1553023139-650,https://socialblade.com/youtube/top/5000/mostsubscribed,Selly,https://socialblade.com/youtube/c/andreiselaru11,Selly,400,2007463,346812740,RO,Entertainment,"Oct 7th, 2011",B+,,https://youtube.com/channel/UCtke4StIE5z2EiF85Zeqb-A,,https://instagram.com/selly,,https://plus.google.com/105974329906463438782,€4.4K - €71.1K,€53.3K - €853.5K
1553023243-669,https://socialblade.com/youtube/top/5000/mostsubscribed,Colors Kids,https://socialblade.com/youtube/channel/UCwjU8NPN2nB8FRJJ8u7yOOw,Colors Kids,55,2006994,433502629,,Film,"May 19th, 2015",B,,https://youtube.com/channel/UCwjU8NPN2nB8FRJJ8u7yOOw,null,,,https://youtube.com/channel/UCwjU8NPN2nB8FRJJ8u7yOOw,€1.5K - €24K,€18K - €288.5K
1553023172-657,https://socialblade.com/youtube/top/5000/mostsubscribed,Cook With Parul,https://socialblade.com/youtube/c/cookwithparul,Cook With Parul,749,2006479,246768795,IN,,"Mar 5th, 2017",B+,,https://youtube.com/channel/UClfidxoNRvDO361TM5rw64Q,,https://www.instagram.com/cookwithparul/,,https://plus.google.com/u/0/106771386802825110090,€3.3K - €52.3K,€39.2K - €627.4K
1553023180-658,https://socialblade.com/youtube/top/5000/mostsubscribed,Joe HaTTab,https://socialblade.com/youtube/c/joehattab,Joe HaTTab,360,2006154,196507435,JO,People,"Sep 19th, 2012",B,,https://youtube.com/channel/UCe6eisvsctSPvBhmincn6kA,,https://www.facebook.com/joe.hattab.vlogs/,,https://www.instagram.com/joe_hattab/,€1.8K - €28.4K,€21.3K - €340.6K
1553023170-656,https://socialblade.com/youtube/top/5000/mostsubscribed,?????? ? ????,https://socialblade.com/youtube/channel/UCVqJYFWsnkLEUkmmS-avyQg,?????? ? ????,225,2005638,374900835,RU,Comedy,"Oct 2nd, 2016",B+,,https://youtube.com/channel/UCVqJYFWsnkLEUkmmS-avyQg,null,,,https://youtube.com/channel/UCVqJYFWsnkLEUkmmS-avyQg,€3.6K - €57.2K,€42.9K - €685.9K
1553023201-660,https://socialblade.com/youtube/top/5000/mostsubscribed,Mac Lethal,https://socialblade.com/youtube/c/maclethalkc,Mac Lethal,124,2005389,197867911,US,Music,"Oct 29th, 2006",B,,https://youtube.com/channel/UCn-IoDEPIR8ujknPMLZOyBw,,https://www.twitter.com/maclethal,,https://www.instagram.com/maclethal,€769 - €12.3K,€9.2K - €147.6K
1553023018-621,https://socialblade.com/youtube/top/5000/mostsubscribed,BRICO SYMPA,https://socialblade.com/youtube/channel/UC9TJezP2M1ADmUYVl8hrQ2A,BRICO SYMPA,1746,2005205,403934953,FR,Howto,"Oct 30th, 2017",A-,,https://youtube.com/channel/UC9TJezP2M1ADmUYVl8hrQ2A,,https://youtube.com/channel/UC9TJezP2M1ADmUYVl8hrQ2A,,https://www.facebook.com/sympasympacom/,€15.8K - €252.9K,€189.7K - €3M
1553023150-652,https://socialblade.com/youtube/top/5000/mostsubscribed,Disney Junior Brasil,https://socialblade.com/youtube/user/disneyjuniorbr,Disney Junior Brasil,1167,2004533,880049732,BR,Film,"Dec 2nd, 2010",B+,,https://youtube.com/channel/UCofORWTh9OYkrls8ruk2e0g,,https://facebook.com/disneyjuniorbrasil,,https://plus.google.com/104214123475102262881,€8.6K - €137.7K,€103.3K - €1.7M
1553023152-653,https://socialblade.com/youtube/top/5000/mostsubscribed,Rafael Chocolate,https://socialblade.com/youtube/c/tobasdejaboatao,Rafael Chocolate,107,2003240,137212673,BR,Entertainment,"Nov 9th, 2016",B,,https://youtube.com/channel/UCgcSEE14szGjn_AhAopX1Jw,,https://www.facebook.com/tobasdejaboatao,,https://www.instagram.com/rafaelchocolate,€618 - €9.9K,€7.4K - €118.7K
1553023144-651,https://socialblade.com/youtube/top/5000/mostsubscribed,Dzjoker Chemsou,https://socialblade.com/youtube/c/dzjokerchemsouplus,Dzjoker Chemsou,100,2003233,160519788,DZ,Comedy,"Jun 15th, 2011",B,,https://youtube.com/channel/UChFui4035fKbJbRxu1RBqCQ,,https://www.instagram.com/dzjoker.chemsou,,https://plus.google.com/109385458198354390845,€1.1K - €17.6K,€13.2K - €211.1K
1553023156-654,https://socialblade.com/youtube/top/5000/mostsubscribed,John Leitão,https://socialblade.com/youtube/c/johnleitao,John Leitão,190,2002907,181741989,BR,Comedy,"Jul 23rd, 2012",B,,https://youtube.com/channel/UCVKWNQ_bjvwberVcQOhYa0A,,https://www.twitter.com/john_leitao,,https://www.instagram.com/johnleitao,€795 - €12.7K,€9.5K - €152.6K
1553023164-655,https://socialblade.com/youtube/top/5000/mostsubscribed,TSM,https://socialblade.com/youtube/c/tsm,TSM,1313,2002764,218081929,US,Games,"Jan 4th, 2010",B,,https://youtube.com/channel/UC4Ndz98NI_-9VQM3E7fctnQ,,https://www.instagram.com/tsmgram/,,https://plus.google.com/103484013512815620518,€509 - €8.1K,€6.1K - €97.6K
1553023131-648,https://socialblade.com/youtube/top/5000/mostsubscribed,Aerosmith,https://socialblade.com/youtube/c/aerosmith,Aerosmith,232,2001721,5443606,US,Music,"Mar 12th, 2009",B-,,https://youtube.com/channel/UCBxdHQVOaZhUOIj_3gt2FYw,,https://twitter.com/aerosmith,,https://plus.google.com/108964727641577684633,€27 - €428,€321 - €5.1K
1553023124-646,https://socialblade.com/youtube/top/5000/mostsubscribed,Audio Library — Music for content…,https://socialblade.com/youtube/c/youtubeaudiolibrarychannel,Audio Library — Music for content creators,1374,2001542,314201262,US,Music,"Nov 11th, 2014",B+,,https://youtube.com/channel/UCht8qITGkBvXKsR1Byln-wA,,https://www.instagram.com/ytaudiolibrary/,,https://plus.google.com/114720055314637125967,€3.8K - €60.2K,€45.2K - €722.7K
1553023068-633,https://socialblade.com/youtube/top/5000/mostsubscribed,Joana Ceddia,https://socialblade.com/youtube/channel/UCkin59aR57-RgqvN04jHSIg,Joana Ceddia,53,2001279,90787179,,,"Dec 17th, 2017",B,,https://youtube.com/channel/UCkin59aR57-RgqvN04jHSIg,null,,,https://youtube.com/channel/UCkin59aR57-RgqvN04jHSIg,€1.8K - €29.3K,€21.9K - €351.2K
1553023110-643,https://socialblade.com/youtube/top/5000/mostsubscribed,atiempopreescolar,https://socialblade.com/youtube/user/atiempopreescolar,atiempopreescolar,208,2000993,1415524142,CL,Music,"Apr 22nd, 2009",B+,,https://youtube.com/channel/UCRYASwREzEOEptJLi4AY6tw,,https://www.facebook.com/estudioatiempo?fref=ts,,https://twitter.com/miperrochocolo,€7.1K - €114.2K,€85.7K - €1.4M
1553023033-625,https://socialblade.com/youtube/top/5000/mostsubscribed,Alemán,https://socialblade.com/youtube/channel/UColfxbsMdfxj8TxBK5Dpdiw,Alemán,91,2000888,434999363,MX,Music,"Mar 31st, 2016",B+,,https://youtube.com/channel/UColfxbsMdfxj8TxBK5Dpdiw,,https://www.facebook.com/mxalemanmx/,,https://twitter.com/mxalemanmx,€7K - €111.9K,€83.9K - €1.3M
1553023114-644,https://socialblade.com/youtube/top/5000/mostsubscribed,Mohamed Gowana ???? ?????,https://socialblade.com/youtube/channel/UCzLu9vEc086jxlz-TBtJLBg,Mohamed Gowana ???? ?????,124,2000687,163265161,DE,Comedy,"Mar 4th, 2016",B,,https://youtube.com/channel/UCzLu9vEc086jxlz-TBtJLBg,,https://www.facebook.com/%d9%85%d8%ad%d9%85%d8%af-%d8%ac%d9%88%d8%a7%d9%86%d9%8a-mahamadgowana-1461022527528922/?hc_ref=newsfeed,,https://twitter.com/mahama1dgowana,€1.8K - €29.3K,€21.9K - €351.1K
1553023136-649,https://socialblade.com/youtube/top/5000/mostsubscribed,TravisScottVEVO,https://socialblade.com/youtube/user/travisscottvevo,TravisScottVEVO,41,2000494,1728129886,US,Music,"Sep 15th, 2012",A,,https://youtube.com/channel/UClRx3MMyYUyqOxyEqA5F2nQ,,https://www.instagram.com/travisscott,,https://plus.google.com/101109186607195252794,€19.8K - €317.4K,€238K - €3.8M
1553023085-637,https://socialblade.com/youtube/top/5000/mostsubscribed,Cartoon Network ??????,https://socialblade.com/youtube/c/cartoonnetworkru,Cartoon Network ??????,1385,2000055,712207196,RU,Entertainment,"Mar 12th, 2012",A-,,https://youtube.com/channel/UCKTDayZg3-A55GqMy7h3BDQ,,https://instagram.com/cartoon_network_ru/,,https://plus.google.com/115315337225626634404,€10.9K - €173.6K,€130.2K - €2.1M
1553023118-645,https://socialblade.com/youtube/top/5000/mostsubscribed,Utopia Show,https://socialblade.com/youtube/c/utopiashow,Utopia Show,162,1999821,170848782,RU,Entertainment,"Apr 14th, 2015",B,,https://youtube.com/channel/UC8M5YVWQan_3Elm-URehz9w,,https://www.instagram.com/topatella,,https://plus.google.com/113053717348279064107,€1.8K - €28.8K,€21.6K - €345.4K
1553023108-642,https://socialblade.com/youtube/top/5000/mostsubscribed,MAX HD,https://socialblade.com/youtube/c/maxhd,MAX HD,153,1999410,138654077,SA,Entertainment,"Oct 22nd, 2012",B,,https://youtube.com/channel/UCdYt25YVNOQET06LMlr54aA,,https://instagram.com/omar_abuz,,https://plus.google.com/109529086923882845783,€1.2K - €18.8K,€14.1K - €225.6K
1553022996-616,https://socialblade.com/youtube/top/5000/mostsubscribed,Aayu and Pihu Show,https://socialblade.com/youtube/c/aayuandpihushow,Aayu and Pihu Show,73,1999138,483740690,IN,People,"May 8th, 2017",A,,https://youtube.com/channel/UCFcBAGR0drI3F15EhMFjuTg,,https://twitter.com/aayuandpihushow,,https://www.instagram.com/aayuandpihushow/,€19.8K - €317.3K,€237.9K - €3.8M
1553023096-640,https://socialblade.com/youtube/top/5000/mostsubscribed,ChideeTv,https://socialblade.com/youtube/user/chideetv,ChideeTv,317,1998924,273073577,MX,Entertainment,"Feb 20th, 2013",B,,https://youtube.com/channel/UCmxx6UPWMPFQfhvk8R2_gtg,,https://www.instagram.com/chideetv,,https://plus.google.com/109957460050899723083,€1.3K - €20.7K,€15.5K - €248.4K
1553023103-641,https://socialblade.com/youtube/top/5000/mostsubscribed,Nicks Vieira,https://socialblade.com/youtube/c/nicksvieiraoficial,Nicks Vieira,92,1998784,92437529,BR,Entertainment,"Mar 23rd, 2016",B-,,https://youtube.com/channel/UC6fBjMPcuV1byyFaGNRFRrg,,https://twitter.com/ofcnicksvieira,,https://www.instagram.com/nicksvieiraoficial,€253 - €4.1K,€3K - €48.7K
1553023079-636,https://socialblade.com/youtube/top/5000/mostsubscribed,Fede Vigevani,https://socialblade.com/youtube/user/fedexvige,Fede Vigevani,94,1997574,72212720,MX,Entertainment,"Jun 17th, 2009",B,,https://youtube.com/channel/UCoQm-PeHC-cbJclKJYJ8LzA,,https://twitter.com/fedevigevani,,https://plus.google.com/116761392694560058130,€1K - €16.7K,€12.6K - €200.8K
1553023065-632,https://socialblade.com/youtube/top/5000/mostsubscribed,GoodDayOfficial,https://socialblade.com/youtube/channel/UC8XqGKvkVgmL_MCs4irRKqw,GoodDayOfficial,753,1997490,523398136,,People,"Aug 29th, 2016",B+,,https://youtube.com/channel/UC8XqGKvkVgmL_MCs4irRKqw,null,,,https://youtube.com/channel/UC8XqGKvkVgmL_MCs4irRKqw,€6.3K - €101.4K,€76.1K - €1.2M
1553023076-635,https://socialblade.com/youtube/top/5000/mostsubscribed,NowThis World,https://socialblade.com/youtube/c/nowthisworld,NowThis World,1380,1997122,462215398,US,News,"Jan 24th, 2013",B,,https://youtube.com/channel/UCgRvm1yLFoaQKhmaTqXk9SA,,https://twitter.com/nowthisworld,,https://plus.google.com/115918108358312580188,€1.1K - €18K,€13.5K - €215.9K
1553023071-634,https://socialblade.com/youtube/top/5000/mostsubscribed,PeanutButterGamer,https://socialblade.com/youtube/user/peanutbuttergamer,PeanutButterGamer,181,1996602,374893889,US,Games,"Jan 17th, 2009",B,,https://youtube.com/channel/UCRBkeMoYX02w-0qVIKNkruw,,https://twitter.com/peanutbuttergmr,,https://plus.google.com/107044090475309209813,€604 - €9.7K,€7.2K - €115.9K
1553023054-630,https://socialblade.com/youtube/top/5000/mostsubscribed,Yammy,https://socialblade.com/youtube/c/yammyxoxofficial,Yammy,2314,1996105,474111376,GB,Games,"Apr 29th, 2011",B,,https://youtube.com/channel/UCxkbgf3doLf0XwmhIDTq28A,,https://twitter.com/yammy_xox,,https://instagram.com/yammy_xox,€2.1K - €33.2K,€24.9K - €398.5K
1553023060-631,https://socialblade.com/youtube/top/5000/mostsubscribed,Mar ?,https://socialblade.com/youtube/c/justmar,Mar ?,251,1995671,54010912,US,Entertainment,"Oct 21st, 2012",B,,https://youtube.com/channel/UCk-9HZxQqKJLkj_GtFV3XbA,,https://youtube.com/channel/UCk-9HZxQqKJLkj_GtFV3XbA,,https://instagram.com/mariale,€1.4K - €22.7K,€17.1K - €272.8K
1553023051-629,https://socialblade.com/youtube/top/5000/mostsubscribed,Livia Inhudes,https://socialblade.com/youtube/channel/UC7vaECk9JjIXFycISOOcngg,Livia Inhudes,160,1994015,56024981,BR,People,"Jul 9th, 2015",B-,,https://youtube.com/channel/UC7vaECk9JjIXFycISOOcngg,,https://twitter.com/inhudeslivia,,https://instagram.com/liviainhudes,€172 - €2.7K,€2.1K - €33K
1553023036-626,https://socialblade.com/youtube/top/5000/mostsubscribed,Learnex - English lessons through…,https://socialblade.com/youtube/channel/UCtArm3-faI7bOK-6J-H-SPA,Learnex - English lessons through Hindi,322,1993990,78466181,IN,Education,"Nov 7th, 2015",B,,https://youtube.com/channel/UCtArm3-faI7bOK-6J-H-SPA,,https://www.facebook.com/learnexone/?ref=hl,,https://plus.google.com/u/0/b/110011866121990781136/+letstalkpodcast-learnex/about/p/pub?hl=en-gb,€1.2K - €18.8K,€14.1K - €225.5K
1553023047-628,https://socialblade.com/youtube/top/5000/mostsubscribed,Against The Current,https://socialblade.com/youtube/c/againstthecurrentny,Against The Current,76,1993295,327528509,US,Music,"Aug 7th, 2011",B,,https://youtube.com/channel/UCxMsgwldMZiuFTD6jjv32yQ,,https://www.twitter.com/willferri,,https://www.instagram.com/againstthecurrentny,€717 - €11.5K,€8.6K - €137.7K
1553022989-615,https://socialblade.com/youtube/top/5000/mostsubscribed,CBR,https://socialblade.com/youtube/user/comicbookresources,CBR,997,1992662,521468417,US,Film,"Oct 14th, 2008",A-,,https://youtube.com/channel/UCuCk_7b2_4uSr6y5hFmjuMQ,,https://instagram.com/comicbookresources,,https://plus.google.com/112980855183233684308,€8.3K - €132.1K,€99.1K - €1.6M
1553022963-609,https://socialblade.com/youtube/top/5000/mostsubscribed,SrRed,https://socialblade.com/youtube/c/srred12,SrRed,250,1992059,160412014,,Games,"Apr 1st, 2015",B+,,https://youtube.com/channel/UCJfnPODTqdSHi61SKez6CUw,,https://twitter.com/srredyt,,https://plus.google.com/108934044196243750681,€4.7K - €74.9K,€56.2K - €898.9K
1553023029-624,https://socialblade.com/youtube/top/5000/mostsubscribed,FUNG BROS.,https://socialblade.com/youtube/user/fungbroscomedy,FUNG BROS.,731,1991915,368492840,US,Travel,"May 22nd, 2011",B,,https://youtube.com/channel/UC9avFXTdbSo5ATvzTRnAVFg,,https://www.twitter.com/davidbfung,,https://www.instagram.com/fungbros,€1.1K - €17.1K,€12.8K - €205.5K
1553023012-620,https://socialblade.com/youtube/top/5000/mostsubscribed,MaxINFINITE,https://socialblade.com/youtube/c/maxtheinfinite,MaxINFINITE,5287,1991861,1146571795,RO,Games,"Jan 15th, 2014",B+,,https://youtube.com/channel/UCcLZdjaJEC_6RqfM3PhefIw,,https://www.instagram.com/maxinfiniteofficial/,,https://plus.google.com/111330665413664737939,€6.4K - €102.6K,€76.9K - €1.2M
1553023022-622,https://socialblade.com/youtube/top/5000/mostsubscribed,JAY-Z,https://socialblade.com/youtube/c/jay-z,JAY-Z,0,1991664,0,US,Music,"Nov 1st, 2006",D-,,https://youtube.com/channel/UCN-sc1xJr-QQNj_uNIM9wTA,,https://instagram.com/lifeandtimesofficial,,https://plus.google.com/106194778425161121530,€0 - €0,€0 - €0
1553023009-619,https://socialblade.com/youtube/top/5000/mostsubscribed,Beauty recipes,https://socialblade.com/youtube/channel/UClY87IoUANFZtswyC9GeecQ,Beauty recipes,261,1990780,288456670,,Howto,"Oct 20th, 2015",B,,https://youtube.com/channel/UClY87IoUANFZtswyC9GeecQ,,https://www.instagram.com/beauty.recipes.icecubes/,,https://plus.google.com/u/0/103885284984812334347,€1.5K - €24.4K,€18.3K - €293K
1553022985-614,https://socialblade.com/youtube/top/5000/mostsubscribed,Lusquinha,https://socialblade.com/youtube/c/lusquinha1,Lusquinha,38,1990497,48019384,BR,Comedy,"Mar 2nd, 2016",B,,https://youtube.com/channel/UCQuD7CHTKB5K0yJMpsf7Dbg,,https://www.instagram.com/lucas.joshuaa/,,https://plus.google.com/u/0/b/111337243609642590713/111337243609642590713,€259 - €4.1K,€3.1K - €49.8K
1553022967-610,https://socialblade.com/youtube/top/5000/mostsubscribed,??????????…,https://socialblade.com/youtube/channel/UCf9iZMkNmNJ8n0qw8mPbNGg,?????????? ????????,105,1990240,151725327,UA,People,"Nov 28th, 2015",B,,https://youtube.com/channel/UCf9iZMkNmNJ8n0qw8mPbNGg,,https://youtube.com/channel/UCf9iZMkNmNJ8n0qw8mPbNGg,,https://instagram.com/kievskayaalexandra,€2.4K - €39.1K,€29.3K - €468.8K
1553022973-611,https://socialblade.com/youtube/top/5000/mostsubscribed,Money Kicks,https://socialblade.com/youtube/c/moneykicks,Money Kicks,117,1989344,105553378,AE,Film,"Jun 20th, 2013",B,,https://youtube.com/channel/UCKUs5_UjbfEmiPKgEaWH4Rw,,https://twitter.com/moneykicks1,,https://www.instagram.com/rsbelhasa/,€366 - €5.9K,€4.4K - €70.3K
1553022976-612,https://socialblade.com/youtube/top/5000/mostsubscribed,Sarazar,https://socialblade.com/youtube/c/sarazar-,Sarazar,4331,1988124,576606265,DE,Games,"Dec 15th, 2010",B,,https://youtube.com/channel/UCqwoHjwau6Js8wOq6LSmCxQ,,https://instagram.com/sarazar,,https://plus.google.com/109271736334178389630,€397 - €6.4K,€4.8K - €76.2K
